source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
TNFSF11,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O14788,P29323
L1CAM,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,4,13,False,2,,,,protein,protein,False,False,6,2,8,ligand,receptor,False,False,True,True,False,True,CellTalkDB:32196115;connectomeDB2020:22579729,22579729;32196115,generic,generic,False,False,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P32004,P29323
PGF,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,P29323
FYN,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,13,False,1,Matrisome;iTALK;CellPhoneDB;GO_Intercell;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,False,False,1,1,2,ligand,receptor,False,False,False,True,False,True,KEA:17570479,17570479,generic,generic,False,True,KEA;NetworKIN_KEA,True,False,post_translational,P06241,P21860
FGF3,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,13,True,1,HGNC;CellPhoneDB;GO_Intercell;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P11487,P21860
IGF1,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,iTALK;HGNC;CellPhoneDB;GO_Intercell;HPMR;Ramilowski2015;DGIdb;LRdb;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P05019,P21860
IGF2,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,GO_Intercell;DGIdb;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P01344,P21860
EGF,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,6,,,,protein,protein,False,True,10,2,15,ligand,receptor,False,False,True,True,False,True,Baccin2019:12093292;CellTalkDB:12093292;HPRD:12093292;LRdb:12093292;SIGNOR:17306385;connectomeDB2020:12093292,12093292;17306385,generic,generic,True,True,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P01133,P21860
NRG1,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,13,True,31,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=58936,protein,protein,False,True,18,14,29,ligand,receptor,False,False,True,True,False,True,BioGRID:7592681;CellTalkDB:7514177;DIP:17697999;HPRD:11555649;HPRD:7592681;HPRD:8702572;HPRD:9565587;IntAct:7592681;LRdb:11555649;LRdb:7514177;LRdb:7592681;LRdb:8702572;LRdb:9565587;Lit-BM-17:10970856;Lit-BM-17:11555649;Lit-BM-17:17697999;Lit-BM-17:7592681;Lit-BM-17:9168115;ProtMapper:16843264;ProtMapper:26148232;SIGNOR:18415007;SIGNOR:7477375;SIGNOR:7514177;SignaLink3:11555649;SignaLink3:23331499;SignaLink3:9275162;connectomeDB2020:11555649;connectomeDB2020:7514177;connectomeDB2020:7592681;connectomeDB2020:8702572;connectomeDB2020:9565587,10970856;11555649;16843264;17697999;18415007;23331499;26148232;7477375;7514177;7592681;8702572;9168115;9275162;9565587,generic,generic,True,True,BEL-Large-Corpus_ProtMapper;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;ProtMapper;REACH_ProtMapper;Ramilowski2015;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q02297,P21860
TGFA,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,2,,,,protein,protein,False,True,6,2,8,ligand,receptor,False,False,True,True,False,True,CellTalkDB:32196115;SIGNOR:17306385,17306385;32196115,generic,generic,True,True,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;SIGNOR;STRING_talklr;iTALK;talklr,True,False,post_translational,P01135,P21860
CSF1,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P09603,P21860
HGF,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P14210,P21860
NRG4,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,11,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:18415007,18415007,generic,generic,True,True,SIGNOR,True,False,post_translational,Q8WWG1,P21860
PDGFC,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,Q9NRA1,P21860
PDGFA,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P04085,P21860
PDGFB,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P01127,P21860
FGF1,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P05230,P21860
FGF10,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,O15520,P21860
VEGFB,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P49765,P21860
EFNA1,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P20827,P21860
EFNA2,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,True,SIGNOR,True,False,post_translational,O43921,P21860
EFNA5,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,True,SIGNOR,True,False,post_translational,P52803,P21860
EFNA4,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P52798,P21860
ANGPT2,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,O15123,P21860
ANGPT1,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,Q15389,P21860
NRG2,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,13,,,,protein,protein,False,True,14,6,22,ligand,receptor,False,False,True,True,False,True,CellTalkDB:9168115;HPMR:9168115;HPRD:9168114;HPRD:9168115;LRdb:9168115;LRdb:917;SIGNOR:18415007;SIGNOR:7514177;SignaLink3:23331499;SignaLink3:9168114;SignaLink3:9168115;connectomeDB2020:9168114;connectomeDB2020:9168115,18415007;23331499;7514177;9168114;9168115;917,generic,generic,True,True,CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,O14511,P21860
BTC,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,11,13,False,5,,,,protein,protein,False,False,8,1,10,ligand,receptor,False,False,True,True,False,True,CellTalkDB:9312020;LRdb:9312020;Ramilowski2015:9312020;connectomeDB2020:9312020;talklr:9312020,9312020,generic,generic,True,True,Baccin2019;CellPhoneDB;CellTalkDB;DLRP_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,True,False,post_translational,P35070,P21860
PDGFD,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,Q9GZP0,P21860
BDNF,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P23560,P21860
NTF3,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P20783,P21860
VEGFA,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P15692,P21860
VEGFC,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P49767,P21860
GDF15,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,5,13,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,Q99988,P21860
L1CAM,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,4,13,False,5,,,,protein,protein,False,False,6,1,8,ligand,receptor,False,False,True,True,False,True,CellTalkDB:22815787;LRdb:22815787;Ramilowski2015:22815787;connectomeDB2020:22815787;talklr:22815787,22815787,generic,generic,False,True,CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P32004,P21860
PGF,ERBB3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P49763,P21860
FYN,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,14,False,1,Matrisome;iTALK;CellPhoneDB;GO_Intercell;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,False,False,1,1,2,ligand,receptor,False,False,False,True,False,True,KEA:17570479,17570479,generic,generic,False,False,KEA;NetworKIN_KEA,True,False,post_translational,P06241,P08069
FGF3,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,14,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;Ramilowski2015;Kirouac2010;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P11487,P08069
IGF1,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,25,Matrisome;iTALK;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;SignaLink_function;OmniPath,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10920;http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=187156,protein,protein,False,True,23,16,36,ligand,receptor,False,False,False,True,False,True,Baccin2019:1852007;Baccin2019:2877871;CA1:8408032;CellChatDB:14604834;CellTalkDB:2877871;DIP:11287679;DIP:21645859;HPMR:2877871;HPRD:1852007;IntAct:21645859;IntAct:8452530;LRdb:185;LRdb:2877871;ProtMapper:19258508;ProtMapper:23675206;SIGNOR:17306385;SIGNOR:19029956;SIGNOR:21798082;SPIKE:1852007;SignaLink3:12067807;SignaLink3:1852007;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:1852007;connectomeDB2020:2877871,11287679;12067807;14604834;17306385;185;1852007;19029956;19258508;21071413;21645859;21798082;23331499;23675206;2877871;8408032;8452530,generic,generic,True,False,Baccin2019;CA1;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;KEGG-MEDICUS;Kirouac2010;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P05019,P08069
IGF2,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,12,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,16,8,24,ligand,receptor,False,False,False,True,False,True,Baccin2019:9972281;CellChatDB:14604834;CellPhoneDB:27102148;CellTalkDB:9972281;HPRD:9972281;LRdb:9972281;SIGNOR:17306385;SIGNOR:22810696;SPIKE:20980691;SignaLink3:11867533;SignaLink3:23331499;connectomeDB2020:9972281,11867533;14604834;17306385;20980691;22810696;23331499;27102148;9972281,generic,generic,True,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;SPIKE;SignaLink3;UniProt_LRdb;connectomeDB2020;iTALK;talklr,True,False,post_translational,P01344,P08069
EGF,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P01133,P08069
TGFA,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P01135,P08069
CSF1,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,P08069
HGF,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P14210,P08069
PDGFC,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,Q9NRA1,P08069
PDGFA,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P04085,P08069
PDGFB,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P01127,P08069
FGF1,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P05230,P08069
FGF10,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,O15520,P08069
VEGFB,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P49765,P08069
EFNA1,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20827,P08069
EFNA2,IGF1R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,O43921,P08069
